,index,topic,perspective,index,topic_tar_combined_score,persp_tar_combined_score,topic_inds_combined_score,persp_inds_combined_score,index,topic_tar_norm_syn_score,persp_tar_norm_syn_score,topic_inds_norm_syn_score,persp_inds_norm_syn_score,index,topic_tar_norm_cosine_score,persp_tar_norm_cosine_score,topic_inds_norm_cosine_score,persp_inds_norm_cosine_score
5244,0,The Spread of Nuclear Weapons: More may be better,Irrational leaders make the possession of nuclear weapons dangerous,0,weapons,weapons,"[4, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,weapons,weapons,"[4, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,weapons,weapons,"[4, -1, -1, -1, -1]","[7, -1, -1, -1, -1]"
5245,0,The Spread of Nuclear Weapons: More may be better,It is immoral to use the threat of nuclear annihilation in order to achieve foreign policy aims,0,spread,order,"[1, -1, -1, -1, -1]","[11, -1, -1, -1, -1]",0,spread,order,"[1, -1, -1, -1, -1]","[11, -1, -1, -1, -1]",0,weapons,order,"[4, -1, -1, -1, -1]","[11, -1, -1, -1, -1]"
5246,0,The Spread of Nuclear Weapons: More may be better,All the people worldwide have the same rights and are equal to one another. ,0,spread,rights,"[1, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,spread,rights,"[1, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,spread,people,"[1, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
5247,0,The Spread of Nuclear Weapons: More may be better,The pursuit of nuclear defence (respectively the possession of nuclear weapons) by more countries is a guarantee for peace. ,0,weapons,weapons,"[4, -1, -1, -1, -1]","[10, -1, -1, -1, -1]",0,weapons,weapons,"[4, -1, -1, -1, -1]","[10, -1, -1, -1, -1]",0,weapons,defence,"[4, -1, -1, -1, -1]","[4, -1, -1, -1, -1]"
5248,0,16 year olds should be able to vote at presidental elections,children at 16 have no sense of decesion making,0,year olds,decesion making,"[1, 2, -1, -1, -1]","[7, 8, -1, -1, -1]",0,year olds,decesion making,"[1, 2, -1, -1, -1]","[7, 8, -1, -1, -1]",0,elections,decesion making,"[10, -1, -1, -1, -1]","[7, 8, -1, -1, -1]"
5249,0,16 year olds should be able to vote at presidental elections,Sixteen is too young to make decisions.,0,elections,decisions,"[10, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,year olds,sixteen,"[1, 2, -1, -1, -1]","[0, -1, -1, -1, -1]",0,elections,decisions,"[10, -1, -1, -1, -1]","[6, -1, -1, -1, -1]"
5250,0,16 year olds should be able to vote at presidental elections,At sixteen the brain is not developed enough to make decisions.,0,elections,decisions,"[10, -1, -1, -1, -1]","[10, -1, -1, -1, -1]",0,elections,decisions,"[10, -1, -1, -1, -1]","[10, -1, -1, -1, -1]",0,year olds,brain,"[1, 2, -1, -1, -1]","[3, -1, -1, -1, -1]"
5251,0,16 year olds should be able to vote at presidental elections,16 year olds are not responsible enough to vote. ,0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]"
5252,0,16 year olds should be able to vote at presidental elections,16 year olds are not wise enough to vote at elections.,0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]"
5253,0,16 year olds should be able to vote at presidental elections,Parents are guardians and should be trusted to vote in their children’s interests,0,year olds,s interests,"[1, 2, -1, -1, -1]","[13, 14, -1, -1, -1]",0,year olds,parents,"[1, 2, -1, -1, -1]","[0, -1, -1, -1, -1]",0,elections,s interests,"[10, -1, -1, -1, -1]","[13, 14, -1, -1, -1]"
5254,0,16 year olds should be able to vote at presidental elections,Minor's interests can be appropriately taken into consideration by the votes of their parents.,0,elections,votes,"[10, -1, -1, -1, -1]","[11, -1, -1, -1, -1]",0,elections,votes,"[10, -1, -1, -1, -1]","[11, -1, -1, -1, -1]",0,year olds,interests,"[1, 2, -1, -1, -1]","[2, -1, -1, -1, -1]"
5255,0,16 year olds should be able to vote at presidental elections,A parent's vote should be counted as a vote in the interest of their child.,0,elections,vote,"[10, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,elections,vote,"[10, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,elections,child,"[10, -1, -1, -1, -1]","[15, -1, -1, -1, -1]"
5256,0,16 year olds should be able to vote at presidental elections,Voting at a lower age would increase participation,0,year olds,age,"[1, 2, -1, -1, -1]","[4, -1, -1, -1, -1]",0,year olds,voting,"[1, 2, -1, -1, -1]","[0, -1, -1, -1, -1]",0,year olds,age,"[1, 2, -1, -1, -1]","[4, -1, -1, -1, -1]"
5257,0,16 year olds should be able to vote at presidental elections,More citizens would participate if the voting age were lowered.,0,elections,voting age,"[10, -1, -1, -1, -1]","[6, 7, -1, -1, -1]",0,year olds,voting age,"[1, 2, -1, -1, -1]","[6, 7, -1, -1, -1]",0,elections,voting age,"[10, -1, -1, -1, -1]","[6, 7, -1, -1, -1]"
5258,0,16 year olds should be able to vote at presidental elections,A lower voting age would result in an increase in participation.,0,elections,voting age,"[10, -1, -1, -1, -1]","[2, 3, -1, -1, -1]",0,year olds,voting age,"[1, 2, -1, -1, -1]","[2, 3, -1, -1, -1]",0,elections,increase,"[10, -1, -1, -1, -1]","[8, -1, -1, -1, -1]"
5259,0,16 year olds should be able to vote at presidental elections,Young people would be more likely to misuse their vote,0,elections,vote,"[10, -1, -1, -1, -1]","[9, -1, -1, -1, -1]",0,elections,vote,"[10, -1, -1, -1, -1]","[9, -1, -1, -1, -1]",0,year olds,people,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
5260,0,16 year olds should be able to vote at presidental elections,Younger people are more likely to not take the impact of their vote seriously.,0,elections,vote,"[10, -1, -1, -1, -1]","[12, -1, -1, -1, -1]",0,elections,vote,"[10, -1, -1, -1, -1]","[12, -1, -1, -1, -1]",0,year olds,people,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
5261,0,16 year olds should be able to vote at presidental elections,Allowing young people to vote would be likely to result in inappropriate votes.,0,elections,votes,"[10, -1, -1, -1, -1]","[12, -1, -1, -1, -1]",0,elections,votes,"[10, -1, -1, -1, -1]","[12, -1, -1, -1, -1]",0,year olds,people,"[1, 2, -1, -1, -1]","[2, -1, -1, -1, -1]"
5262,0,16 year olds should be able to vote at presidental elections,16 year olds are mature enough to vote,0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]"
5263,0,16 year olds should be able to vote at presidental elections,16 year olds are informed enough to cast a vote.,0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]"
5264,0,16 year olds should be able to vote at presidental elections,It is appropriate for 16 year olds to have the right to vote.,0,year olds,year olds,"[1, 2, -1, -1, -1]","[5, 6, -1, -1, -1]",0,year olds,year olds,"[1, 2, -1, -1, -1]","[5, 6, -1, -1, -1]",0,year olds,year olds,"[1, 2, -1, -1, -1]","[5, 6, -1, -1, -1]"
5265,0,16 year olds should be able to vote at presidental elections,At sixteen there is a lack of maturity that is necessary to vote responsibly.,0,year olds,sixteen,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,year olds,sixteen,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,year olds,maturity,"[1, 2, -1, -1, -1]","[7, -1, -1, -1, -1]"
5266,0,16 year olds should be able to vote at presidental elections,16 year olds don't have a high enough level of maturity to vote.,0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]"
5267,0,16 year olds should be able to vote at presidental elections,16 years old is too much of an immature age to vote.,0,year olds,years,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,year olds,years,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,year olds,immature age,"[1, 2, -1, -1, -1]","[8, 9, -1, -1, -1]"
5268,0,16 year olds should be able to vote at presidental elections,children at 16 have no sense of decesion making,0,year olds,decesion making,"[1, 2, -1, -1, -1]","[7, 8, -1, -1, -1]",0,year olds,decesion making,"[1, 2, -1, -1, -1]","[7, 8, -1, -1, -1]",0,elections,decesion making,"[10, -1, -1, -1, -1]","[7, 8, -1, -1, -1]"
5269,0,16 year olds should be able to vote at presidental elections,No. too immature.,0,year olds,immature,"[1, 2, -1, -1, -1]","[2, -1, -1, -1, -1]",0,year olds,immature,"[1, 2, -1, -1, -1]","[2, -1, -1, -1, -1]",0,elections,immature,"[10, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
5270,0,16 year olds should be able to vote at presidental elections,Sixteen is too young to make decisions.,0,elections,decisions,"[10, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,year olds,sixteen,"[1, 2, -1, -1, -1]","[0, -1, -1, -1, -1]",0,elections,decisions,"[10, -1, -1, -1, -1]","[6, -1, -1, -1, -1]"
5271,0,16 year olds should be able to vote at presidental elections,At sixteen the brain is not developed enough to make decisions.,0,elections,decisions,"[10, -1, -1, -1, -1]","[10, -1, -1, -1, -1]",0,elections,decisions,"[10, -1, -1, -1, -1]","[10, -1, -1, -1, -1]",0,year olds,brain,"[1, 2, -1, -1, -1]","[3, -1, -1, -1, -1]"
5272,0,16 year olds should be able to vote at presidental elections,16 year olds are not responsible enough to vote. ,0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]"
5273,0,16 year olds should be able to vote at presidental elections,16 year olds are not wise enough to vote at elections.,0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]"
5274,0,16 year olds should be able to vote at presidental elections,Sixteen year olds are too immature to judge the validity of political arguments.,0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,year olds,year olds,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]"
5275,0,16 year olds should be able to vote at presidental elections,It would help distinguish between levels of elections,0,elections,elections,"[10, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,elections,elections,"[10, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,elections,elections,"[10, -1, -1, -1, -1]","[7, -1, -1, -1, -1]"
5276,0,16 year olds should be able to vote at presidental elections,There should not be different voting ages for different elections,0,elections,elections,"[10, -1, -1, -1, -1]","[9, -1, -1, -1, -1]",0,elections,elections,"[10, -1, -1, -1, -1]","[9, -1, -1, -1, -1]",0,elections,voting ages,"[10, -1, -1, -1, -1]","[5, 6, -1, -1, -1]"
5277,0,16 year olds should be able to vote at presidental elections,"YES, give them the rights they deserve!",0,year olds,rights,"[1, 2, -1, -1, -1]","[4, -1, -1, -1, -1]",0,year olds,rights,"[1, 2, -1, -1, -1]","[4, -1, -1, -1, -1]",0,year olds,rights,"[1, 2, -1, -1, -1]","[4, -1, -1, -1, -1]"
5278,0,16 year olds should be able to vote at presidental elections,Sixteen years would be a better option in developed countries,0,year olds,years,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,year olds,years,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,year olds,years,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
5279,0,16 year olds should be able to vote at presidental elections,I think they should have these rights.,0,year olds,i,"[1, 2, -1, -1, -1]","[0, -1, -1, -1, -1]",0,year olds,i,"[1, 2, -1, -1, -1]","[0, -1, -1, -1, -1]",0,year olds,i,"[1, 2, -1, -1, -1]","[0, -1, -1, -1, -1]"
5280,0,16 year olds should be able to vote at presidental elections,I would say give them the rights that they should have.,0,year olds,i,"[1, 2, -1, -1, -1]","[0, -1, -1, -1, -1]",0,year olds,i,"[1, 2, -1, -1, -1]","[0, -1, -1, -1, -1]",0,elections,rights,"[10, -1, -1, -1, -1]","[6, -1, -1, -1, -1]"
5281,0,16 year olds should be able to vote at presidental elections,A slippery slope to forcing all countries to allow the vote at sixteen for all votes,0,elections,vote,"[10, -1, -1, -1, -1]","[10, -1, -1, -1, -1]",0,elections,vote,"[10, -1, -1, -1, -1]","[10, -1, -1, -1, -1]",0,elections,vote,"[10, -1, -1, -1, -1]","[10, -1, -1, -1, -1]"
5282,0,16 year olds should be able to vote at presidental elections,This slippery slope heads towards forcing all countires to lower the voting age to sixteen.,0,elections,voting age,"[10, -1, -1, -1, -1]","[11, 12, -1, -1, -1]",0,year olds,slippery slope heads towards,"[1, 2, -1, -1, -1]","[1, 2, 3, 4, -1]",0,elections,countires,"[10, -1, -1, -1, -1]","[7, -1, -1, -1, -1]"
5283,0,16 year olds should be able to vote at presidental elections,This is a slippery slope that heads towards forcing all countries to allow voting at sixteen for all votes.,0,elections,votes,"[10, -1, -1, -1, -1]","[18, -1, -1, -1, -1]",0,elections,votes,"[10, -1, -1, -1, -1]","[18, -1, -1, -1, -1]",0,elections,votes,"[10, -1, -1, -1, -1]","[18, -1, -1, -1, -1]"
5284,0,16 year olds should be able to vote at presidental elections,This begins a slippery slope that can have global implications,0,year olds,slippery slope,"[1, 2, -1, -1, -1]","[3, 4, -1, -1, -1]",0,year olds,slippery slope,"[1, 2, -1, -1, -1]","[3, 4, -1, -1, -1]",0,elections,implications,"[10, -1, -1, -1, -1]","[9, -1, -1, -1, -1]"
5285,0,16 year olds should be able to vote at presidental elections,Doing so may encourage other countries to try something similar,0,year olds,countries,"[1, 2, -1, -1, -1]","[5, -1, -1, -1, -1]",0,year olds,countries,"[1, 2, -1, -1, -1]","[5, -1, -1, -1, -1]",0,elections,countries,"[10, -1, -1, -1, -1]","[5, -1, -1, -1, -1]"
5286,0,16 year olds should be able to vote at presidental elections,Would complicate elections,0,elections,elections,"[10, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,elections,elections,"[10, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,elections,elections,"[10, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
5287,0,16 year olds should be able to vote at presidental elections,This would complicate elections.,0,elections,elections,"[10, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,elections,elections,"[10, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,elections,elections,"[10, -1, -1, -1, -1]","[3, -1, -1, -1, -1]"
5288,0,16 year olds should be able to vote at presidental elections,Elections would become more complicated.,0,elections,elections,"[10, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,elections,elections,"[10, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,year olds,elections,"[1, 2, -1, -1, -1]","[0, -1, -1, -1, -1]"
5289,0,16 year olds should be able to vote at presidental elections,Doing so would add more complications to elections,0,elections,elections,"[10, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,elections,elections,"[10, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,elections,elections,"[10, -1, -1, -1, -1]","[7, -1, -1, -1, -1]"
5290,0,16 year olds should be able to vote at presidental elections,This would make elections even more confusing,0,elections,elections,"[10, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,elections,elections,"[10, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,elections,elections,"[10, -1, -1, -1, -1]","[3, -1, -1, -1, -1]"
5291,0,16 year olds should be able to vote at presidental elections,EU elections would put young people off voting,0,elections,elections,"[10, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,elections,elections,"[10, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,year olds,people,"[1, 2, -1, -1, -1]","[5, -1, -1, -1, -1]"
5292,0,16 year olds should be able to vote at presidental elections,EU elections would discourage voting among young people.,0,elections,elections,"[10, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,elections,elections,"[10, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,year olds,people,"[1, 2, -1, -1, -1]","[7, -1, -1, -1, -1]"
5293,0,16 year olds should be able to vote at presidental elections,Voting among youth would be discouraged by EU elections.,0,elections,elections,"[10, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,elections,elections,"[10, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,elections,elections,"[10, -1, -1, -1, -1]","[8, -1, -1, -1, -1]"
5294,0,16 year olds should be able to vote at presidental elections,It would cause the youth to have less interest in voting,0,year olds,youth,"[1, 2, -1, -1, -1]","[4, -1, -1, -1, -1]",0,year olds,youth,"[1, 2, -1, -1, -1]","[4, -1, -1, -1, -1]",0,year olds,youth,"[1, 2, -1, -1, -1]","[4, -1, -1, -1, -1]"
5295,0,Hacking Can Be Justified,Hacks to improve a product.,0,hacking,product,"[0, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,hacking,hacks,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,hacking,product,"[0, -1, -1, -1, -1]","[4, -1, -1, -1, -1]"
5296,0,Hacking Can Be Justified,Stealing and invading privacy is fundamentally wrong.,0,hacking,privacy,"[0, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,hacking,privacy,"[0, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,hacking,privacy,"[0, -1, -1, -1, -1]","[3, -1, -1, -1, -1]"
5297,0,Hacking Can Be Justified,Hacks as artistic expression.,0,hacking,expression,"[0, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,hacking,hacks,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,hacking,expression,"[0, -1, -1, -1, -1]","[3, -1, -1, -1, -1]"
5298,0,Hacking Can Be Justified,Hacks always negatively affect someone.,0,hacking,hacks,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,hacking,hacks,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,hacking,someone,"[0, -1, -1, -1, -1]","[4, -1, -1, -1, -1]"
5299,0,Hacking Can Be Justified,Hacks as political statements.,0,hacking,statements,"[0, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,hacking,hacks,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,hacking,statements,"[0, -1, -1, -1, -1]","[3, -1, -1, -1, -1]"
5300,0,Hacking Can Be Justified,"5. Hacks to uncover or expose criminal activity, corruption or corporate malpractice",0,hacking,hacks,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,hacking,hacks,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,hacking,activity corruption,"[0, -1, -1, -1, -1]","[7, 8, -1, -1, -1]"
5301,0,China should be allowed more control over its own seas,Sovereignty of the Seas,0,seas,seas,"[9, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,seas,seas,"[9, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,control,seas,"[5, -1, -1, -1, -1]","[3, -1, -1, -1, -1]"
5302,0,China should be allowed more control over its own seas,China should have freedom of the seas.,0,seas,seas,"[9, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,china,china,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,control,freedom,"[5, -1, -1, -1, -1]","[3, -1, -1, -1, -1]"
5303,0,The breeding of white tigers in captivity should be banned,Interfering with a species for cosmetic reasons is poor practice,0,breeding,practice,"[1, -1, -1, -1, -1]","[9, -1, -1, -1, -1]",0,breeding,practice,"[1, -1, -1, -1, -1]","[9, -1, -1, -1, -1]",0,captivity,reasons,"[6, -1, -1, -1, -1]","[6, -1, -1, -1, -1]"
5304,0,The breeding of white tigers in captivity should be banned,Inbreeding has caused white tigers excessive suffering,0,tigers,tigers,"[4, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,tigers,tigers,"[4, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,tigers,suffering,"[4, -1, -1, -1, -1]","[6, -1, -1, -1, -1]"
5305,0,The breeding of white tigers in captivity should be banned,Breeding of white tigers leads to their suffering,0,tigers,tigers leads,"[4, -1, -1, -1, -1]","[3, 4, -1, -1, -1]",0,breeding,breeding,"[1, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,tigers,tigers leads,"[4, -1, -1, -1, -1]","[3, 4, -1, -1, -1]"
5306,0,The breeding of white tigers in captivity should be banned,White tigers held in captive should not be breeded.,0,tigers,tigers,"[4, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,tigers,tigers,"[4, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,tigers,tigers,"[4, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
5307,0,Children should be allowed to have facebook accounts,Giving Out Personal Information Is Dangerous,0,facebook accounts,information,"[6, 7, -1, -1, -1]","[3, -1, -1, -1, -1]",0,facebook accounts,information,"[6, 7, -1, -1, -1]","[3, -1, -1, -1, -1]",0,facebook accounts,information,"[6, 7, -1, -1, -1]","[3, -1, -1, -1, -1]"
5308,0,Children should be allowed to have facebook accounts,"Under the age of 14, it is too dangerous to have a facebook account because it is dangerous to display personal information.",0,facebook accounts,facebook account,"[6, 7, -1, -1, -1]","[12, 13, -1, -1, -1]",0,facebook accounts,facebook account,"[6, 7, -1, -1, -1]","[12, 13, -1, -1, -1]",0,facebook accounts,facebook account,"[6, 7, -1, -1, -1]","[12, 13, -1, -1, -1]"
5309,0,Children should be allowed to have facebook accounts,It is possible that can be put in danger if they give out too much information,0,facebook accounts,information,"[6, 7, -1, -1, -1]","[15, -1, -1, -1, -1]",0,facebook accounts,information,"[6, 7, -1, -1, -1]","[15, -1, -1, -1, -1]",0,facebook accounts,information,"[6, 7, -1, -1, -1]","[15, -1, -1, -1, -1]"
5310,0,Children should be allowed to have facebook accounts,There could be dangerous consequences even the wrong information is revealed,0,facebook accounts,information,"[6, 7, -1, -1, -1]","[8, -1, -1, -1, -1]",0,facebook accounts,information,"[6, 7, -1, -1, -1]","[8, -1, -1, -1, -1]",0,children,consequences,"[0, -1, -1, -1, -1]","[4, -1, -1, -1, -1]"
5311,0,Children should be allowed to have facebook accounts,Facebook will become another web-based venue for sexual predators fishing for jailbait,0,children,predators,"[0, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,children,predators,"[0, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,facebook accounts,venue,"[6, 7, -1, -1, -1]","[5, -1, -1, -1, -1]"
5312,0,Children should be allowed to have facebook accounts,It is unsafe for children to have facebook accounts because of personal information dissemination.,0,facebook accounts,facebook accounts,"[6, 7, -1, -1, -1]","[7, 8, -1, -1, -1]",0,children,children,"[0, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,facebook accounts,facebook accounts,"[6, 7, -1, -1, -1]","[7, 8, -1, -1, -1]"
5313,0,Children should be allowed to have facebook accounts,Personal identifiers are the reason children should not have facebook accounts.,0,facebook accounts,facebook accounts,"[6, 7, -1, -1, -1]","[9, 10, -1, -1, -1]",0,children,reason children,"[0, -1, -1, -1, -1]","[4, 5, -1, -1, -1]",0,facebook accounts,identifiers,"[6, 7, -1, -1, -1]","[1, -1, -1, -1, -1]"
5314,0,Children should be allowed to have facebook accounts,It can be a potentially  dangerous mistake to give out personal info,0,facebook accounts,info,"[6, 7, -1, -1, -1]","[11, -1, -1, -1, -1]",0,facebook accounts,mistake,"[6, 7, -1, -1, -1]","[6, -1, -1, -1, -1]",0,facebook accounts,info,"[6, 7, -1, -1, -1]","[11, -1, -1, -1, -1]"
5315,0,Children should be allowed to have facebook accounts,There can be terrible consequences if you give out personal info,0,facebook accounts,info,"[6, 7, -1, -1, -1]","[10, -1, -1, -1, -1]",0,facebook accounts,info,"[6, 7, -1, -1, -1]","[10, -1, -1, -1, -1]",0,facebook accounts,info,"[6, 7, -1, -1, -1]","[10, -1, -1, -1, -1]"
5316,0,Children should be allowed to have facebook accounts,Giving Out Personal Information Is Dangerous,0,facebook accounts,information,"[6, 7, -1, -1, -1]","[3, -1, -1, -1, -1]",0,facebook accounts,information,"[6, 7, -1, -1, -1]","[3, -1, -1, -1, -1]",0,facebook accounts,information,"[6, 7, -1, -1, -1]","[3, -1, -1, -1, -1]"
5317,0,Children should be allowed to have facebook accounts,The smallest bit of information could be harmful,0,facebook accounts,information,"[6, 7, -1, -1, -1]","[4, -1, -1, -1, -1]",0,facebook accounts,information,"[6, 7, -1, -1, -1]","[4, -1, -1, -1, -1]",0,facebook accounts,information,"[6, 7, -1, -1, -1]","[4, -1, -1, -1, -1]"
5318,0,Children should be allowed to have facebook accounts,"It is wrong for children to have facebook accounts because it is too easy, hence dangerous to get information about them.",0,facebook accounts,facebook accounts,"[6, 7, -1, -1, -1]","[7, 8, -1, -1, -1]",0,children,children,"[0, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,facebook accounts,facebook accounts,"[6, 7, -1, -1, -1]","[7, 8, -1, -1, -1]"
5319,0,Children should be allowed to have facebook accounts,The ease of obtaining even minimal information about a facebook user is why children should not have a facebook account.,0,facebook accounts,account,"[6, 7, -1, -1, -1]","[19, -1, -1, -1, -1]",0,children,children,"[0, -1, -1, -1, -1]","[13, -1, -1, -1, -1]",0,facebook accounts,account,"[6, 7, -1, -1, -1]","[19, -1, -1, -1, -1]"
5320,0,Children should be allowed to have facebook accounts,Even giving out a little information can be dangerous,0,facebook accounts,information,"[6, 7, -1, -1, -1]","[5, -1, -1, -1, -1]",0,facebook accounts,information,"[6, 7, -1, -1, -1]","[5, -1, -1, -1, -1]",0,facebook accounts,information,"[6, 7, -1, -1, -1]","[5, -1, -1, -1, -1]"
5321,0,Children should be allowed to have facebook accounts,There can be harm even if you don't reveal that much info,0,facebook accounts,info,"[6, 7, -1, -1, -1]","[12, -1, -1, -1, -1]",0,facebook accounts,info,"[6, 7, -1, -1, -1]","[12, -1, -1, -1, -1]",0,facebook accounts,info,"[6, 7, -1, -1, -1]","[12, -1, -1, -1, -1]"
5322,0,Children should be allowed to have facebook accounts,"Parental control, privacy settings and look at Myspace/Youtube",0,facebook accounts,control privacy settings,"[6, 7, -1, -1, -1]","[1, 2, 3, -1, -1]",0,facebook accounts,control privacy settings,"[6, 7, -1, -1, -1]","[1, 2, 3, -1, -1]",0,facebook accounts,control privacy settings,"[6, 7, -1, -1, -1]","[1, 2, 3, -1, -1]"
5323,0,Children should be allowed to have facebook accounts,Children should be allowed to have facebook accounts because privacy settings and parental conrols protect the children.,0,facebook accounts,facebook accounts,"[6, 7, -1, -1, -1]","[6, 7, -1, -1, -1]",0,children,children,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,facebook accounts,facebook accounts,"[6, 7, -1, -1, -1]","[6, 7, -1, -1, -1]"
5324,0,Children should be allowed to have facebook accounts,Parental controls and setting privacy parameters in facebook are readons children should be allowed to have a facebook account.,0,facebook accounts,account,"[6, 7, -1, -1, -1]","[18, -1, -1, -1, -1]",0,children,readons children,"[0, -1, -1, -1, -1]","[9, 10, -1, -1, -1]",0,facebook accounts,account,"[6, 7, -1, -1, -1]","[18, -1, -1, -1, -1]"
